,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_std,rcp45_max,rcp85_mean,rcp85_std,rcp85_max,1990_2019_mean,1990_2019_std,1990_2019_max
0,Hanford Office of River Protection,Hanford ,WA,19.475191034471898,0.2906944547208611,20.25391846897553,21.6718455639535,0.7430741356527266,22.94863148663821,22.586752815579505,1.5508971796696895,25.40268793174512,20.098227624105178,0.4380433651101074,20.90481037057778
1,Moab,Moab,UT,19.254938360563447,0.3732951843967838,20.063157288513406,21.8018051681417,0.8144616402115658,23.025696039723847,22.926016801498395,1.875301073157886,27.52478983995887,20.00097336222822,0.44577403892808765,20.82752129342616
2,Oak Ridge,ORNL,TN,20.87650791654767,0.37403247634716735,22.14488518435054,22.88941200822378,0.6671752853834987,23.961016105159178,23.77260145385514,1.481570053131676,26.645081453508034,21.501467059943568,0.40922396443928755,22.14488518435054
3,Portsmouth,Portsmouth,OH,18.34968780716832,0.3665679291461818,19.589261923740708,20.52169425413473,0.7161019794788792,21.633334742755753,21.497432193340625,1.5880586918740116,24.429453029662536,19.013238923846952,0.4379256434780168,19.693277182582175
4,Savannah River Site,SRS,SC,24.787572451995675,0.30968221836841403,25.519141859239973,26.631289492991517,0.5918755152115022,27.534933964977547,27.495263029757744,1.4069837681769146,31.06573415073567,25.351875558250068,0.36505690756857556,25.908588433445626
5,Waste Isolation Pilot Plant (WIPP),WIPP,NM,25.490067307452556,0.32480544603813016,26.660069859294737,27.752699468929976,0.72881492517989,28.892848877430918,28.761618147142034,1.7162139877410274,31.987435771745577,26.08798214021436,0.41230986966563204,26.72542905268993
6,West Valley Demonstration Project,WVDP,NY,12.914896819303648,0.3478476743419838,13.638275942768237,15.292882721019229,0.8027786523339515,17.195791975004607,16.31826002774829,1.7136407149175168,20.29184314443854,13.624383974604202,0.4333610668254349,14.279404353411175
7,Paducah,Paducah,KY,21.452514946405707,0.35648296725840906,22.739529476494425,23.601019714019085,0.6955544594977919,24.774312803065648,24.629036161861517,1.600726195331592,27.63520301247943,22.08526099098679,0.4675871233819338,22.804662921557128
8,Energy Technology Engineering Center (ETEC),ETEC,CA,21.53879291918351,0.25180336659193925,22.15496130219802,23.392413606073116,0.6155729997014113,24.201196904683997,24.16792281256927,1.3192238039201458,26.808175461013615,22.050281805645838,0.3507487177828415,22.77041185631602
